2026-05-29 09:03:13 | INFO | cliente1 | Ejecución de wallet | Ruta: wallet ||| 0fc42d647dddb36cdf7b9a7e8dce5315f8fb84a803dd6367e24a3fa4780867f4
2026-05-29 17:56:20 | INFO | cliente2 | Ejecución de index | Ruta: index ||| 744a73e57220f3e3e150c73fc0611ec438994b48901b1a5c5cdd4dda042d12c3
2026-05-29 17:56:21 | INFO | cliente2 | Acceso a view_cart | Ruta: view_cart ||| 1fcb8af647419c4bbe0f9d1a2fadb72fb15b47925d3fa49a3502fd9c7dbd9a77
2026-05-29 17:56:21 | INFO | cliente2 | Ejecución de view_cart | Ruta: view_cart ||| a4c6f1a61532ba46ddc9526b89e1f3894c3da5d25ae4a1b2bc94f132d7c2c1de
2026-05-29 17:56:23 | INFO | cliente2 | Acceso a checkout | Ruta: checkout ||| aff127effec2331e942ada29076228aa9c125c22c7201fca4edbfb345a9ca5e0
2026-05-29 17:56:23 | WARNING | cliente2 | Ejecución de checkout | Ruta: checkout ||| 6514aff747a108c5691074ae6834890c41a9c7a1acd7638d30bba5c27b18c38d
2026-05-29 17:56:23 | INFO | cliente2 | Ejecución de index | Ruta: index ||| 68005d07650c85a04080261024456319eb3e2a54a991b26cefa5a7e1fab743d8
2026-05-29 17:56:29 | INFO | admin | Ejecución de index | Ruta: index ||| 3a6fccb4cb165c90dd7246db1d34b2c6be02a751bc519338844eddf3a3350c0b
2026-05-29 17:56:33 | INFO | admin | Acceso a admin_security | Ruta: admin_security ||| 2c77ab730cac6801ff85fd9065fc80d9e206c10979e82cfdd7138621adef085c
2026-05-29 17:56:33 | INFO | admin | Ejecución de admin_security | Ruta: admin_security ||| b4f90819ace5f2b4d93c13c0a64281dca1e4bb02720bede6facfe9130d513bb4
2026-05-29 17:56:39 | INFO | scam_company | Ejecución de index | Ruta: index ||| df380b5effd508ed573ad6004695b8c582e5550f15b364361ea1f7f9b9419933
2026-05-29 17:56:47 | INFO | empresa1 | Ejecución de index | Ruta: index ||| cabd4fd8156cc03b5f6ad4fd9ff05e6e09abe04fe13f6bdfa91e6137337a0af9
2026-05-29 17:56:48 | INFO | empresa1 | Acceso a company_dashboard | Ruta: company_dashboard ||| accb2a688a6dd91dc285d3081f792da8e05e740a72e469f4b956e8bafa6594ce
2026-05-29 17:56:48 | INFO | empresa1 | Ejecución de company_dashboard | Ruta: company_dashboard ||| a5f0f7fcf8e78f7001eaff7e9c9b8b1140dc506006f0c7ec4d89ba3b81ebb39b
2026-05-29 17:57:03 | INFO | empresa1 | Ejecución de wallet | Ruta: wallet ||| 742746b15450fd5baa422ccb694ce9a26893340a97a9a2879d769a13aa3582a7
2026-05-29 17:58:56 | INFO | anonimo | Ejecución de index | Ruta: index ||| 59e9aaaf1cffe727f51ed2e33f954b075ae194364ea50ed2735bac00e3284e88
2026-05-29 17:58:59 | INFO | cliente1 | Acceso a view_cart | Ruta: view_cart ||| 51d42a01b18744fc778f6b5d6f29735602d983ff1b59b76ff40083212600ecbe
2026-05-29 17:58:59 | INFO | cliente1 | Ejecución de view_cart | Ruta: view_cart ||| 0e621605896eb3ad16b20678c77d46ae210ba0a288fe6ba464008d5705d517d6
2026-05-29 17:59:00 | INFO | cliente1 | Ejecución de wallet | Ruta: wallet ||| bef3f8bc3a10330d42b34f9bb9ca13528df288daaeff45981b78478c1f07c24d
2026-05-29 17:59:00 | INFO | cliente1 | Acceso a view_cart | Ruta: view_cart ||| 01b56e19aa8094d9064768420455163ed3f9a26a1524506e1429780292730eb9
2026-05-29 17:59:00 | INFO | cliente1 | Ejecución de view_cart | Ruta: view_cart ||| 81ca0feef8463bbe7a762aa4f930d3113ef78b75aa5d5cfd038ab65957469c17
2026-05-29 17:59:02 | INFO | cliente2 | Ejecución de index | Ruta: index ||| d2e684ae52cd483ac081e0999452695516f01d4191f8cffce403e32838579a99
2026-05-29 17:59:03 | INFO | empresa2 | Ejecución de index | Ruta: index ||| c1794e66a2c488a6a80efe4baf4de58a7cb026783c3e40880f11a47f4e8eb4c8
2026-05-29 17:59:04 | INFO | empresa2 | Acceso a company_dashboard | Ruta: company_dashboard ||| fd05d8f79bdbb7a82b0ecf444bb2b20b94ff542e1f89cf1a72fa0c3094a0dc56
2026-05-29 17:59:04 | INFO | empresa2 | Ejecución de company_dashboard | Ruta: company_dashboard ||| 191daa43020ff321e7a479f376743be264801a0be7779d510ef9973e50db3cfd
2026-05-29 17:59:05 | INFO | empresa2 | Ejecución de wallet | Ruta: wallet ||| 40fe7ddba6e4671b5939e696234747e33fc150e7352cee690d2c4cde3c85193a
2026-05-29 17:59:06 | INFO | hacker_user | Ejecución de index | Ruta: index ||| b5abea57076f2b010794cce2fc84e01163a97d3fd56ce18372ae6e4e762371a0
